,Category,top10,top10_scores
65,biomaterials regenerative medicine,gheorghe tecuci,0.073212305
65,biomaterials regenerative medicine,ioulia rytikova,0.072709381
65,biomaterials regenerative medicine,isuru dassanayake,0.071324675
65,biomaterials regenerative medicine,xuesu xiao,0.069056253
65,biomaterials regenerative medicine,vasiliki ikonomidou,0.068819376
65,biomaterials regenerative medicine,daniel barbara,0.066083684
65,biomaterials regenerative medicine,katherine russell,0.066043981
65,biomaterials regenerative medicine,ebrima ceesay,0.065376879
66,delivery nanoparticles,xuan wang,0.08182102
66,delivery nanoparticles,chun hung chen,0.057969913
66,delivery nanoparticles,john shortle,0.054773085
66,delivery nanoparticles,leonard adelman,0.04976443
66,delivery nanoparticles,cameron nowzari,0.046432726
66,delivery nanoparticles,paul ammann,0.045969557
66,delivery nanoparticles,elise miller hooks,0.044619724
66,delivery nanoparticles,fei li,0.043133202
66,delivery nanoparticles,brian mark,0.042947189
66,delivery nanoparticles,qiliang li,0.042255071
67,ultrasound imaging devices,janis terpenny,0.27020511
67,ultrasound imaging devices,parth pathak,0.268034428
67,ultrasound imaging devices,jinwei ye,0.256446865
67,ultrasound imaging devices,parag chitnis,0.25526459
67,ultrasound imaging devices,monson hayes,0.248741363
67,ultrasound imaging devices,siddhartha sikdar,0.24459374
67,ultrasound imaging devices,vasiliki ikonomidou,0.242188391
67,ultrasound imaging devices,ray hong,0.241066349
67,ultrasound imaging devices,yotam gingold,0.237925155
67,ultrasound imaging devices,jim chen,0.235656908
68,photoacoustic imaging microscopy,vasiliki ikonomidou,0.189001297
68,photoacoustic imaging microscopy,jinwei ye,0.187825501
68,photoacoustic imaging microscopy,monson hayes,0.184197836
68,photoacoustic imaging microscopy,siddhartha sikdar,0.166069191
68,photoacoustic imaging microscopy,yotam gingold,0.15852141
68,photoacoustic imaging microscopy,parag chitnis,0.157316875
68,photoacoustic imaging microscopy,jim chen,0.149404737
68,photoacoustic imaging microscopy,ariela sofer,0.132253588
68,photoacoustic imaging microscopy,remi veneziano,0.129672874
68,photoacoustic imaging microscopy,parth pathak,0.126212039
69,bio nano sensors wearable,ali beheshti,0.171071169
69,bio nano sensors wearable,xiaonan guo,0.140779886
69,bio nano sensors wearable,janis terpenny,0.127861694
69,bio nano sensors wearable,parth pathak,0.125416656
69,bio nano sensors wearable,ray hong,0.122704317
69,bio nano sensors wearable,vivian genaro motti,0.110990299
69,bio nano sensors wearable,dimitrios ioannou,0.094389765
69,bio nano sensors wearable,jinwei ye,0.090582874
69,bio nano sensors wearable,kevin andrea,0.087959321
69,bio nano sensors wearable,parag chitnis,0.087761668
70,flexible sensors,xiaonan guo,0.146641168
70,flexible sensors,parag chitnis,0.096798404
70,flexible sensors,leonard adelman,0.096184046
70,flexible sensors,ray hong,0.094912855
70,flexible sensors,parth pathak,0.087094582
70,flexible sensors,jinwei ye,0.086204147
70,flexible sensors,monson hayes,0.085539642
70,flexible sensors,dimitrios ioannou,0.084232108
70,flexible sensors,vasiliki ikonomidou,0.083882196
70,flexible sensors,qiang zeng,0.08385676
71,substance use disorders,parth pathak,0.230452744
71,substance use disorders,duminda wijesekera,0.228595401
71,substance use disorders,burak tanyu,0.226014915
71,substance use disorders,daniel barbara,0.208309277
71,substance use disorders,jim chen,0.206449325
71,substance use disorders,vasiliki ikonomidou,0.204704098
71,substance use disorders,monson hayes,0.202402054
71,substance use disorders,siddhartha sikdar,0.194846302
71,substance use disorders,parag chitnis,0.192636015
71,substance use disorders,yotam gingold,0.192251079
72,aneurysm risk assessment,sanmay das,0.204766287
72,aneurysm risk assessment,mihai boicu,0.126355758
72,aneurysm risk assessment,gheorghe tecuci,0.121096
72,aneurysm risk assessment,cameron nowzari,0.120659577
72,aneurysm risk assessment,john shortle,0.112138839
72,aneurysm risk assessment,jan allbeck,0.111336714
72,aneurysm risk assessment,tokunbo fadahunsi,0.103509334
72,aneurysm risk assessment,ran ji,0.096889179
72,aneurysm risk assessment,elise miller hooks,0.094231098
72,aneurysm risk assessment,mehdi amiri darehbidi,0.089883779
73,data driven biomechanical simulation,andrew richardson,0.14834827
73,data driven biomechanical simulation,kathleen wage,0.12575606
73,data driven biomechanical simulation,jan allbeck,0.119493476
73,data driven biomechanical simulation,mohan venigalla,0.115625806
73,data driven biomechanical simulation,qi wei,0.113485999
73,data driven biomechanical simulation,cameron nowzari,0.112089484
73,data driven biomechanical simulation,jim chen,0.111833713
73,data driven biomechanical simulation,leonard adelman,0.10724717
73,data driven biomechanical simulation,harry wechsler,0.106340252
73,data driven biomechanical simulation,daigo shishika,0.103307027
74,signal video analytics wellness,vasiliki ikonomidou,0.145866298
74,signal video analytics wellness,monson hayes,0.138448387
74,signal video analytics wellness,jinwei ye,0.121229481
74,signal video analytics wellness,jan allbeck,0.116186743
74,signal video analytics wellness,yariv ephraim,0.113462663
74,signal video analytics wellness,hamza mughal,0.111694376
74,signal video analytics wellness,yutao zhong,0.111282977
74,signal video analytics wellness,yotam gingold,0.104081905
74,signal video analytics wellness,sharon adamus,0.102902733
74,signal video analytics wellness,kim blackwell,0.101389949
75,new clinical trial methods,jeff offutt,0.242911208
75,new clinical trial methods,burak tanyu,0.221488077
75,new clinical trial methods,jim chen,0.214831936
75,new clinical trial methods,parth pathak,0.211165745
75,new clinical trial methods,paul ammann,0.207794709
75,new clinical trial methods,daniel barbara,0.207152725
75,new clinical trial methods,siddhartha sikdar,0.203306727
75,new clinical trial methods,monson hayes,0.200204721
75,new clinical trial methods,kevin lybarger,0.196143912
75,new clinical trial methods,vasiliki ikonomidou,0.191794925
76,results clinical studies,aditya johri,0.276995502
76,results clinical studies,michael eagle,0.258075146
76,results clinical studies,gheorghe tecuci,0.244364556
76,results clinical studies,mihai boicu,0.242437657
76,results clinical studies,khondkar islam,0.236543574
76,results clinical studies,pouyan ahmadi,0.222921169
76,results clinical studies,jim chen,0.221452188
76,results clinical studies,karla hoffman,0.21438023
76,results clinical studies,carlotta domeniconi,0.198513818
76,results clinical studies,vasiliki ikonomidou,0.19315712
77,viral infections,bernd peter paris,0.107604161
77,viral infections,cameron nowzari,0.102852316
77,viral infections,mingkui wei,0.099945591
77,viral infections,brett hunter,0.092279788
77,viral infections,jonathan l auerbach,0.083672316
77,viral infections,lei yang,0.083592165
77,viral infections,joy hughes,0.080054311
77,viral infections,jim chen,0.079335035
77,viral infections,brian mark,0.074747603
77,viral infections,colin reagle,0.072654851
78,neuroinformatics computational neuroanatomy,john otten,0.355023473
78,neuroinformatics computational neuroanatomy,yutao zhong,0.285830975
78,neuroinformatics computational neuroanatomy,ali k raz,0.276425892
78,neuroinformatics computational neuroanatomy,hamza mughal,0.25819889
78,neuroinformatics computational neuroanatomy,matthew amissah,0.227429413
78,neuroinformatics computational neuroanatomy,joy hughes,0.207056646
78,neuroinformatics computational neuroanatomy,jiayang sun,0.202710106
78,neuroinformatics computational neuroanatomy,craig lorie,0.199980003
78,neuroinformatics computational neuroanatomy,tamara maddox,0.199501867
78,neuroinformatics computational neuroanatomy,daniel menasce,0.199081787
79,computational experimental neuroplasticity memory,qiliang li,0.175646001
79,computational experimental neuroplasticity memory,nicholas rios,0.164497357
79,computational experimental neuroplasticity memory,dimitrios ioannou,0.157146032
79,computational experimental neuroplasticity memory,md tanvir arafin,0.151738348
79,computational experimental neuroplasticity memory,tolga soyata,0.13578287
79,computational experimental neuroplasticity memory,xiang chen,0.129193921
79,computational experimental neuroplasticity memory,jim chen,0.118182159
79,computational experimental neuroplasticity memory,holger dannenberg,0.116583274
79,computational experimental neuroplasticity memory,rajesh ganesan,0.116253806
79,computational experimental neuroplasticity memory,weiwen jiang,0.116205376
80,neural interfaces,john otten,0.376559258
80,neural interfaces,hamza mughal,0.365148372
80,neural interfaces,shahnaz kamberi,0.327194783
80,neural interfaces,yutao zhong,0.323380833
80,neural interfaces,tamara maddox,0.282138246
80,neural interfaces,joy hughes,0.267200364
80,neural interfaces,pelin kurtay,0.19641855
80,neural interfaces,shvetha soundararajan,0.190101784
80,neural interfaces,binqian yin,0.184900065
80,neural interfaces,craig lorie,0.183829381
81,construction health safety,dimitrios ioannou,0.151985374
81,construction health safety,jim chen,0.151603097
81,construction health safety,ray hong,0.139644498
81,construction health safety,cameron nowzari,0.139580642
81,construction health safety,yotam gingold,0.136486478
81,construction health safety,jan allbeck,0.129877851
81,construction health safety,janis terpenny,0.128780889
81,construction health safety,sanmay das,0.127513028
81,construction health safety,gheorghe tecuci,0.12546227
81,construction health safety,xiaonan guo,0.124389326
82,modeling,abolfazl safikhani,0.323252197
82,modeling,ben seiyon lee,0.316773546
82,modeling,alexander levis,0.269718561
82,modeling,vadim sokolov,0.252148577
82,modeling,qi wei,0.24819836
82,modeling,tianshu feng,0.244451688
82,modeling,edward huang,0.22360345
82,modeling,lily wang,0.220339982
82,modeling,kim blackwell,0.21745825
82,modeling,ran ji,0.209640583
85,procurement economic models,alexander levis,0.285093485
85,procurement economic models,abolfazl safikhani,0.261431639
85,procurement economic models,ben seiyon lee,0.246240206
85,procurement economic models,vadim sokolov,0.241502269
85,procurement economic models,edward huang,0.240903557
85,procurement economic models,daniel menasce,0.238574985
85,procurement economic models,syed abbas zaidi,0.226841768
85,procurement economic models,qi wei,0.222711706
85,procurement economic models,mohan venigalla,0.217576253
85,procurement economic models,alexander brodsky,0.20535353
86,project management,aditya johri,0.110088599
86,project management,thomas latoza,0.099367815
86,project management,george hazelrigg,0.093488106
86,project management,janis terpenny,0.085742392
86,project management,ebrima ceesay,0.08213475
86,project management,foteini baldimtsi,0.081368193
86,project management,xiang chen,0.081160945
86,project management,grigory yaroslavtsev,0.080403025
86,project management,yotam gingold,0.078892199
86,project management,fei li,0.078659182
87,climate weather modeling remote sensing,abolfazl safikhani,0.287350142
87,climate weather modeling remote sensing,alexander levis,0.245511795
87,climate weather modeling remote sensing,qi wei,0.234532535
87,climate weather modeling remote sensing,vadim sokolov,0.21819195
87,climate weather modeling remote sensing,ben seiyon lee,0.210101257
87,climate weather modeling remote sensing,syed abbas zaidi,0.20991609
87,climate weather modeling remote sensing,jim chen,0.207090428
87,climate weather modeling remote sensing,viviana maggioni,0.201986444
87,climate weather modeling remote sensing,mohan venigalla,0.200855753
87,climate weather modeling remote sensing,edward huang,0.19892738
88,coastal building resilience,burak tanyu,0.1757506
88,coastal building resilience,amarda shehu,0.170185673
88,coastal building resilience,william rosenberger,0.166827482
88,coastal building resilience,dana richards,0.160213284
88,coastal building resilience,ahmed bin zaman,0.143241535
88,coastal building resilience,qiliang li,0.141214276
88,coastal building resilience,ali beheshti,0.13667028
88,coastal building resilience,jim chen,0.13585958
88,coastal building resilience,martin slawski,0.134857761
88,coastal building resilience,yotam gingold,0.129469022
89,environmental health,liza wilson durant,0.136060485
